Date,Open,High,Low,Close,Adj Close,Volume
2020-04-23,104.94999694824219,107.0,103.55000305175781,106.44999694824219,104.82024383544922,19678442
2020-04-24,106.3499984741211,106.9000015258789,103.8499984741211,104.5999984741211,102.99856567382812,19949004
2020-04-27,108.25,108.6500015258789,104.30000305175781,107.5,105.85417175292969,22654143
2020-04-28,107.0999984741211,117.19999694824219,105.55000305175781,115.05000305175781,113.28858184814453,38581905
2020-04-29,116.05000305175781,120.48600006103516,114.0999984741211,120.44999694824219,118.60590362548828,39137101
2020-04-30,121.55000305175781,122.75599670410156,109.4000015258789,110.55000305175781,108.85747528076172,54808145
2020-05-01,111.4000015258789,117.44499969482422,111.30000305175781,113.25,111.5161361694336,26915735
2020-05-04,111.0,116.4000015258789,109.6500015258789,110.1500015258789,108.4636001586914,33847709
2020-05-05,112.5,114.44999694824219,110.3499984741211,112.75,111.02378845214844,26670461
2020-05-06,112.1500015258789,112.9000015258789,107.4000015258789,108.19999694824219,106.54344940185547,45580679
2020-05-07,107.9000015258789,114.4000015258789,106.6500015258789,114.0999984741211,112.35311889648438,27026727
2020-05-11,115.44999694824219,117.23500061035156,109.19999694824219,110.44999694824219,108.75900268554688,23412716
2020-05-12,110.5999984741211,118.9000015258789,109.8499984741211,110.0999984741211,108.41436004638672,16251749
2020-05-13,108.69999694824219,110.0,105.9260025024414,106.0,104.37713623046875,23764866
2020-05-14,104.69999694824219,106.3499984741211,100.33599853515625,105.19999694824219,103.5893783569336,25337786
2020-05-15,105.5,107.6500015258789,102.44999694824219,104.4000015258789,102.8016357421875,18961830
2020-05-18,106.0999984741211,108.05000305175781,103.75,107.0,105.36182403564453,22943847
2020-05-19,109.44999694824219,110.19999694824219,103.6500015258789,106.6500015258789,105.01718139648438,35042244
2020-05-20,104.55000305175781,106.75,102.25,106.75,105.11565399169922,29218612
2020-05-21,105.55000305175781,107.1500015258789,103.19999694824219,103.19999694824219,101.62000274658203,35276231
2020-05-22,102.44999694824219,107.0999984741211,100.9000015258789,104.1500015258789,102.55545806884766,27292133
2020-05-26,107.9000015258789,113.0,106.18800354003906,112.55000305175781,110.82685852050781,36618203
2020-05-27,114.3499984741211,124.69999694824219,113.66100311279297,120.1500015258789,118.31050109863281,103212229
2020-05-28,122.55000305175781,123.65699768066406,116.44999694824219,118.05000305175781,116.2426528930664,38771010
2020-05-29,116.05000305175781,117.8479995727539,110.1500015258789,110.3499984741211,108.66053771972656,53486656
2020-06-01,113.30000305175781,116.61100006103516,112.44999694824219,115.3499984741211,113.583984375,18784744
2020-06-02,116.4000015258789,121.94999694824219,114.80000305175781,120.55000305175781,118.70437622070312,44131990
2020-06-03,122.94999694824219,125.69999694824219,121.22000122070312,125.5,123.5785903930664,34447374
2020-06-04,124.8499984741211,127.44999694824219,122.38500213623047,126.69999694824219,124.76021575927734,26120979
2020-06-05,129.0,139.35000610351562,127.33499908447266,137.35000610351562,135.24717712402344,61549693
2020-06-08,136.25,141.4219970703125,136.0500030517578,140.35000610351562,138.2012481689453,66834389
2020-06-09,140.0500030517578,141.10000610351562,129.6999969482422,131.35000610351562,129.3390350341797,36941023
2020-06-10,132.5,137.4499969482422,128.14999389648438,128.75,126.7788314819336,25405779
2020-06-11,124.0,124.94999694824219,117.5,117.5,115.7010726928711,33196414
2020-06-12,115.0,121.3499984741211,113.1500015258789,118.69999694824219,116.8826904296875,31447141
2020-06-15,113.6500015258789,121.9010009765625,114.87699890136719,118.25,116.43959045410156,20011367
2020-06-16,122.5999984741211,127.5999984741211,120.50199890136719,124.55000305175781,122.64313507080078,42637358
2020-06-17,125.30000305175781,127.4000015258789,121.20099639892578,122.80000305175781,120.91992950439453,18104066
2020-06-18,121.5,124.55000305175781,119.55000305175781,122.5,120.62451934814453,17623490
2020-06-19,124.05000305175781,125.05000305175781,120.9000015258789,121.69999694824219,119.83676147460938,51902729
2020-06-22,119.4000015258789,122.14700317382812,118.9000015258789,120.5,118.65513610839844,34336478
2020-06-23,121.0999984741211,126.19999694824219,120.30000305175781,123.55000305175781,121.658447265625,19159561
2020-06-24,122.1500015258789,125.30000305175781,119.30000305175781,119.69999694824219,117.86738586425781,22828906
2020-06-25,118.9000015258789,121.1500015258789,116.0,120.19999694824219,118.35972595214844,22968836
2020-06-26,121.44999694824219,123.5,118.0999984741211,118.5,116.68576049804688,17556806
2020-06-29,117.55000305175781,121.80000305175781,116.80000305175781,121.19999694824219,119.34442138671875,15808442
2020-06-30,121.55000305175781,123.0,119.19999694824219,121.5999984741211,119.73829650878906,18530987
2020-07-01,121.80000305175781,122.75,118.30000305175781,119.44999694824219,117.62120819091797,12948349
2020-07-02,121.5,126.2300033569336,120.052001953125,125.0,123.08624267578125,27146092
2020-07-03,125.5,125.94999694824219,120.94999694824219,121.8499984741211,119.98446655273438,8590469
2020-07-06,124.94999694824219,127.9000015258789,123.75,125.0999984741211,123.18470764160156,20813238
2020-07-07,123.80000305175781,124.60199737548828,121.5,121.80000305175781,119.93524169921875,10100590
2020-07-08,120.05000305175781,122.19999694824219,120.0,120.5999984741211,118.75360870361328,13365578
2020-07-09,121.30000305175781,121.8499984741211,117.69999694824219,118.05000305175781,116.2426528930664,12496268
2020-07-10,117.0,122.8499984741211,116.44999694824219,121.5,119.63983154296875,20312293
2020-07-13,124.1500015258789,124.80000305175781,121.0250015258789,122.55000305175781,120.67375946044922,11700081
2020-07-14,118.69999694824219,121.8499984741211,118.5999984741211,121.25,119.3936538696289,11830240
2020-07-15,121.25,122.6500015258789,118.6500015258789,121.5,119.63983154296875,18116327
2020-07-16,121.4000015258789,122.6500015258789,119.81400299072266,121.94999694824219,120.08293914794922,10793847
2020-07-17,122.05000305175781,122.5,119.1500015258789,120.5999984741211,118.75360870361328,18886573
2020-07-20,119.3499984741211,121.05000305175781,118.5,119.44999694824219,117.62120819091797,7796041
2020-07-21,120.5999984741211,123.9000015258789,119.75,121.3499984741211,119.49212646484375,15386046
2020-07-22,120.55000305175781,123.0999984741211,119.67500305175781,120.9000015258789,119.04901885986328,12363916
2020-07-23,120.80000305175781,120.80000305175781,115.80000305175781,116.9000015258789,115.11026000976562,12693927
2020-07-24,115.0,117.55000305175781,114.3499984741211,115.0,113.23934173583984,24359842
2020-07-27,114.8499984741211,114.8499984741211,111.8499984741211,112.05000305175781,110.33451080322266,14524327
2020-07-28,112.55000305175781,115.5,112.25,114.30000305175781,112.55006408691406,10579979
2020-07-29,115.5,116.0,111.5,111.5,109.79293060302734,12381522
2020-07-30,111.80000305175781,112.4000015258789,104.3499984741211,105.94999694824219,104.32789611816406,25504202
2020-07-31,108.94999694824219,109.7760009765625,103.80000305175781,106.0,104.37713623046875,26524582
2020-08-03,105.1500015258789,111.75,103.55000305175781,111.05000305175781,109.34982299804688,30301011
2020-08-04,112.1500015258789,114.88899993896484,110.5,112.44999694824219,110.72837829589844,25907529
2020-08-05,113.5,113.75,110.44999694824219,111.94999694824219,110.23603820800781,15300325
2020-08-06,110.55000305175781,112.19999694824219,109.5,111.9000015258789,110.18680572509766,14554590
2020-08-07,111.30000305175781,112.0,109.25,110.5999984741211,108.90670776367188,10225588
2020-08-10,112.25,114.3499984741211,111.55000305175781,114.0999984741211,112.35311889648438,10987304
2020-08-11,114.6500015258789,120.3499984741211,114.19999694824219,119.3499984741211,117.52274322509766,24929250
2020-08-12,120.05000305175781,122.05000305175781,118.68800354003906,119.3499984741211,117.52274322509766,15405675
2020-08-13,118.05000305175781,119.19999694824219,114.4000015258789,114.75,112.99317169189453,14775444
2020-08-14,116.8499984741211,116.8499984741211,110.55000305175781,115.75,113.97785949707031,13453655
2020-08-17,115.1500015258789,117.2239990234375,113.69999694824219,113.80000305175781,112.0577163696289,8851280
2020-08-18,112.69999694824219,115.30000305175781,111.6500015258789,112.05000305175781,110.33451080322266,9170754
2020-08-19,112.1500015258789,115.1500015258789,111.44999694824219,115.1500015258789,113.38704681396484,8247174
2020-08-20,112.5,113.5469970703125,111.44999694824219,111.5999984741211,109.89139556884766,9244909
2020-08-21,111.69999694824219,112.3499984741211,109.5999984741211,111.8499984741211,110.1375732421875,9329734
2020-08-24,112.75,113.44999694824219,109.5999984741211,113.3499984741211,111.6146011352539,9781341
2020-08-25,114.0999984741211,115.8499984741211,111.8499984741211,111.8499984741211,110.1375732421875,10457508
2020-08-26,112.05000305175781,114.8499984741211,111.35299682617188,113.75,112.00848388671875,7565901
2020-08-27,113.44999694824219,114.14900207519531,111.85099792480469,112.05000305175781,110.33451080322266,11073926
2020-08-28,112.19999694824219,114.5,111.25,112.80000305175781,111.07302856445312,13085653
2020-09-01,111.44999694824219,111.76499938964844,106.1500015258789,106.69999694824219,105.06641387939453,20114650
2020-09-02,107.30000305175781,109.0999984741211,104.9000015258789,105.19999694824219,103.5893783569336,16869007
2020-09-03,105.75,109.05000305175781,104.69999694824219,105.0,103.39244842529297,16946362
2020-09-04,104.5,110.1500015258789,104.3270034790039,107.80000305175781,106.14958190917969,16940671
2020-09-07,107.5999984741211,108.4990005493164,105.447998046875,106.6500015258789,105.01718139648438,11049941
2020-09-08,107.6500015258789,108.8239974975586,103.19999694824219,104.30000305175781,102.70316314697266,16123150
2020-09-09,104.05000305175781,104.8499984741211,102.1500015258789,103.8499984741211,102.26004791259766,13871118
2020-09-10,103.19999694824219,105.6500015258789,103.0,103.8499984741211,102.26004791259766,16064460
2020-09-11,103.1500015258789,104.75,102.1500015258789,102.1500015258789,100.5860824584961,10178467
2020-09-14,103.5,103.87899780273438,101.72599792480469,102.75,101.17689514160156,18243999
2020-09-15,102.25,103.44999694824219,101.4000015258789,101.5999984741211,100.04449462890625,25334125
2020-09-16,101.4000015258789,103.0999984741211,100.5,103.0999984741211,101.52153015136719,30867488
2020-09-17,102.44999694824219,102.5999984741211,99.76000213623047,100.05000305175781,98.51823425292969,20426110
2020-09-18,99.72000122070312,100.25,96.68000030517578,96.87999725341797,95.39675903320312,28348841
2020-09-21,96.5,96.5199966430664,90.54000091552734,93.31999969482422,91.89126586914062,26105056
2020-09-22,93.68000030517578,98.46600341796875,90.83999633789062,96.45999908447266,94.98319244384766,31156955
2020-09-23,98.30000305175781,101.05000305175781,96.5999984741211,98.16000366210938,96.65716552734375,27099527
2020-09-24,96.77999877929688,101.94999694824219,96.0,99.26000213623047,97.74032592773438,24763430
2020-09-25,100.25,101.30000305175781,99.05999755859375,99.62000274658203,98.09481811523438,19499162
2020-09-28,101.5,107.6500015258789,100.6500015258789,107.30000305175781,105.65723419189453,24533328
2020-09-29,107.0,107.0,104.4000015258789,104.75,103.14627075195312,23779839
2020-09-30,103.5999984741211,107.6500015258789,102.96199798583984,106.05000305175781,104.4263687133789,14945843
2020-10-01,106.8499984741211,107.74500274658203,104.1500015258789,107.5,105.85417175292969,29300765
2020-10-02,106.80000305175781,109.94999694824219,105.9000015258789,109.8499984741211,108.1681900024414,18108871
2020-10-05,111.8499984741211,112.75,109.0999984741211,110.9000015258789,109.20211791992188,29189122
2020-10-06,111.25,115.55000305175781,110.25,115.4000015258789,113.63322448730469,35744203
2020-10-07,114.25,116.30000305175781,114.0999984741211,114.0999984741211,112.35311889648438,13371700
2020-10-08,114.05000305175781,116.3499984741211,113.375,114.0,112.25465393066406,22322168
2020-10-09,113.80000305175781,115.5999984741211,113.19999694824219,113.5999984741211,111.86077880859375,14824485
2020-10-12,115.30000305175781,115.7509994506836,112.94999694824219,112.94999694824219,111.2207260131836,16121277
2020-10-13,113.5,113.5270004272461,108.75,108.9000015258789,107.23273468017578,16484383
2020-10-14,108.5999984741211,111.9000015258789,108.0,110.8499984741211,109.15287780761719,21076121
2020-10-15,109.9000015258789,110.94999694824219,107.8010025024414,110.44999694824219,108.75900268554688,13874187
2020-10-16,111.5999984741211,113.25,110.25,113.1500015258789,111.41767120361328,20365309
2020-10-19,113.30000305175781,115.05000305175781,112.69999694824219,115.0,113.23934173583984,13055770
2020-10-20,115.05000305175781,116.69999694824219,113.0,115.44999694824219,113.68244934082031,15865045
2020-10-21,116.6500015258789,118.05000305175781,115.20099639892578,116.30000305175781,114.51944732666016,18833272
2020-10-22,115.69999694824219,119.3499984741211,114.80000305175781,119.05000305175781,117.22734069824219,21421938
2020-10-23,119.9000015258789,124.25,119.30000305175781,122.80000305175781,120.91992950439453,17923251
2020-10-26,120.94999694824219,126.3499984741211,119.43399810791016,122.05000305175781,120.18141174316406,19228867
2020-10-27,122.8499984741211,124.19999694824219,119.125,119.5999984741211,117.76891326904297,15158821
2020-10-28,117.0999984741211,118.45500183105469,113.9990005493164,115.3499984741211,113.583984375,18573928
2020-10-29,115.4000015258789,119.05000305175781,115.02400207519531,117.1500015258789,115.35643005371094,15928126
2020-10-30,120.0,124.9000015258789,118.89900207519531,124.19999694824219,122.29849243164062,34564354
2020-11-02,124.25,124.25,118.19999694824219,120.05000305175781,118.21202850341797,18839506
2020-11-03,121.0,129.0,120.2239990234375,128.8000030517578,126.82807159423828,30355988
2020-11-04,124.94999694824219,128.35000610351562,122.92900085449219,126.0,124.07093048095703,20108997
2020-11-05,126.25,127.3499984741211,122.75,125.25,123.33241271972656,14847899
2020-11-06,126.75,127.80000305175781,124.42500305175781,124.8499984741211,122.93853759765625,29145943
2020-11-09,126.25,142.60000610351562,125.0,137.75,135.6410369873047,43776486
2020-11-10,138.25,144.10000610351562,135.8000030517578,141.64999389648438,139.4813232421875,62510410
2020-11-11,141.8000030517578,147.39999389648438,141.14999389648438,146.0,143.76473999023438,27174170
2020-11-12,143.4499969482422,144.75,139.89999389648438,143.8000030517578,141.59841918945312,23714558
2020-11-13,141.9499969482422,150.14999389648438,141.45799255371094,147.5,145.24176025390625,19837705
2020-11-16,148.85000610351562,153.25,148.39999389648438,153.0,150.65756225585938,27408990
2020-11-17,151.9499969482422,156.64999389648438,150.8000030517578,155.35000610351562,152.97158813476562,29174885
2020-11-18,154.5,157.9499969482422,153.5,157.8000030517578,155.3840789794922,19684620
2020-11-19,155.0500030517578,157.6999969482422,153.59300231933594,156.39999389648438,154.00550842285156,14557614
2020-11-20,157.0500030517578,158.5,155.5500030517578,155.6999969482422,153.31622314453125,9397280
2020-11-23,157.25,159.33900451660156,156.35000610351562,158.10000610351562,155.6794891357422,21801409
2020-11-24,156.39999389648438,166.60000610351562,156.39999389648438,166.14999389648438,163.60623168945312,26206881
2020-11-25,168.4499969482422,169.14999389648438,158.375,163.4499969482422,160.94757080078125,26174565
2020-11-26,162.85000610351562,162.89999389648438,154.9239959716797,160.14999389648438,157.69808959960938,13786311
2020-11-27,158.0,162.14999389648438,157.10000610351562,160.64999389648438,158.1904296875,25752273
2020-11-30,160.9499969482422,163.35000610351562,154.60000610351562,154.60000610351562,152.2330780029297,26326002
2020-12-01,155.1999969482422,165.39999389648438,155.1999969482422,164.75,162.22767639160156,20205319
2020-12-02,163.3000030517578,166.39999389648438,159.25,166.0,163.45852661132812,17520936
2020-12-03,166.3000030517578,171.1999969482422,163.75,170.0500030517578,167.446533203125,19417793
2020-12-04,169.14999389648438,173.3159942626953,168.10000610351562,170.6999969482422,168.08657836914062,22660869
2020-12-07,170.0500030517578,171.65899658203125,163.8000030517578,166.64999389648438,164.09857177734375,24022993
2020-12-08,165.3000030517578,168.3000030517578,164.1840057373047,166.89999389648438,164.34474182128906,16191396
2020-12-09,166.39999389648438,168.8000030517578,165.77999877929688,167.8000030517578,165.23097229003906,14405768
2020-12-10,167.75,168.16299438476562,157.39999389648438,161.10000610351562,158.63356018066406,24985928
2020-12-11,161.3000030517578,162.14999389648438,148.9499969482422,150.35000610351562,148.0481414794922,33330561
2020-12-14,153.5,162.85000610351562,153.36099243164062,157.85000610351562,155.43331909179688,27468015
2020-12-15,159.25,161.3000030517578,155.5500030517578,161.3000030517578,158.8304901123047,20239902
2020-12-16,160.60000610351562,166.64999389648438,160.60000610351562,161.60000610351562,159.1259002685547,40094149
2020-12-17,163.3000030517578,166.5,161.85000610351562,162.75,160.25828552246094,22799281
2020-12-18,161.1999969482422,162.1510009765625,156.9499969482422,157.35000610351562,154.9409637451172,29637583
2020-12-21,151.89999389648438,162.1510009765625,146.39999389648438,153.4499969482422,151.10067749023438,22370795
2020-12-22,152.9499969482422,160.8000030517578,152.89999389648438,158.89999389648438,156.46722412109375,18415602
2020-12-23,160.0,168.0500030517578,157.9499969482422,166.89999389648438,164.34474182128906,22882418
2020-12-24,170.1999969482422,173.6999969482422,168.9499969482422,168.9499969482422,166.3633575439453,12050171
2020-12-29,170.3000030517578,171.5500030517578,162.75,163.35000610351562,160.84910583496094,18152236
2020-12-30,162.0,168.39999389648438,162.0,165.5500030517578,163.0154266357422,10786738
2020-12-31,162.0,168.11099243164062,162.0,167.64999389648438,165.08326721191406,7305117
2021-01-04,169.85000610351562,169.85000610351562,157.60000610351562,158.8000030517578,156.3687744140625,25866076
2021-01-05,157.25,161.0,152.85000610351562,156.0500030517578,153.66087341308594,18519150
2021-01-06,159.75,167.3000030517578,158.75,167.3000030517578,164.73863220214844,31986328
2021-01-07,166.89999389648438,168.8000030517578,163.85000610351562,167.4499969482422,164.88632202148438,12788668
2021-01-08,168.4499969482422,169.1999969482422,164.10000610351562,165.10000610351562,162.5723114013672,16572433
2021-01-11,164.75,165.85000610351562,159.78799438476562,161.89999389648438,159.42129516601562,20589950
2021-01-12,162.8000030517578,164.1999969482422,161.75,163.1999969482422,160.70140075683594,15474048
2021-01-13,164.0500030517578,164.1999969482422,159.5,160.10000610351562,157.64886474609375,11907093
2021-01-14,161.35000610351562,162.25,159.9510040283203,161.0500030517578,158.58432006835938,9413337
2021-01-15,160.14999389648438,162.81500244140625,157.5,158.5500030517578,156.12258911132812,11837699
2021-01-18,157.35000610351562,162.01100158691406,157.35000610351562,160.75,158.28890991210938,6952628
2021-01-19,160.8000030517578,162.4499969482422,156.25,157.3000030517578,154.89173889160156,16254293
2021-01-20,156.6999969482422,158.0,154.60000610351562,156.5,154.10397338867188,27898677
2021-01-21,157.1999969482422,160.5,156.25,157.3000030517578,154.89173889160156,10906088
2021-01-22,156.8000030517578,157.75,153.6999969482422,155.5,153.11929321289062,11466778
2021-01-25,155.75,156.9499969482422,151.25,151.5500030517578,149.22976684570312,19445148
2021-01-26,151.60000610351562,154.64999389648438,151.05499267578125,153.4499969482422,151.10067749023438,10533174
2021-01-27,151.0,152.5500030517578,145.39999389648438,147.75,145.48794555664062,19579054
2021-01-28,148.0500030517578,150.5500030517578,146.1999969482422,149.85000610351562,147.55580139160156,16700317
2021-01-29,148.5500030517578,149.39999389648438,145.6999969482422,147.60000610351562,145.34024047851562,24778616
2021-02-01,147.85000610351562,152.9499969482422,146.8000030517578,151.0,148.6881866455078,12939227
2021-02-02,152.14999389648438,155.9499969482422,151.39999389648438,154.9499969482422,152.57769775390625,10299574
2021-02-03,157.3000030517578,159.5,154.0500030517578,155.25,152.87310791015625,11915097
2021-02-04,155.89999389648438,166.0,150.4499969482422,163.85000610351562,161.34146118164062,28832535
2021-02-05,164.9499969482422,171.39999389648438,162.39999389648438,170.35000610351562,167.741943359375,30347369
2021-02-08,171.60000610351562,176.35000610351562,171.39999389648438,172.60000610351562,169.95748901367188,22844072
2021-02-09,172.85000610351562,175.52499389648438,171.39999389648438,173.6999969482422,171.04063415527344,12467421
2021-02-10,175.9499969482422,178.0,173.3000030517578,175.1999969482422,172.51766967773438,15908819
2021-02-11,173.3000030517578,175.64999389648438,169.64999389648438,172.1999969482422,169.56361389160156,15292952
2021-02-12,171.9499969482422,172.4499969482422,167.35000610351562,171.35000610351562,168.72662353515625,14104892
2021-02-15,174.8000030517578,181.1999969482422,174.25,179.6999969482422,176.9487762451172,16725562
2021-02-16,179.8000030517578,182.5500030517578,177.2790069580078,181.35000610351562,178.5735321044922,13428704
2021-02-17,182.64999389648438,183.85000610351562,175.0,178.14999389648438,175.42251586914062,81129969
2021-02-18,174.6999969482422,177.6490020751953,170.6999969482422,171.3000030517578,168.67739868164062,17000746
2021-02-19,171.3000030517578,183.6999969482422,167.54600524902344,180.14999389648438,177.3918914794922,26575130
2021-02-22,179.75,183.14999389648438,178.3000030517578,182.6999969482422,179.90284729003906,20306297
2021-02-23,182.6999969482422,189.5500030517578,181.5,185.8000030517578,182.9553985595703,23191737
2021-02-24,185.1999969482422,187.3000030517578,180.36399841308594,186.5500030517578,183.69390869140625,17073877
2021-02-25,188.0,188.25,184.64999389648438,184.89999389648438,182.0691680908203,18008666
2021-02-26,181.35000610351562,186.85000610351562,180.39999389648438,184.1999969482422,181.3798828125,33328101
2021-03-01,185.6999969482422,187.4499969482422,184.25,185.64999389648438,182.80767822265625,12020344
2021-03-02,185.0,187.8000030517578,183.60000610351562,185.64999389648438,182.80767822265625,10495262
2021-03-03,187.35000610351562,191.5,186.5,190.9499969482422,188.02655029296875,17728261
2021-03-04,189.85000610351562,191.5500030517578,184.9499969482422,186.5500030517578,183.69390869140625,18221868
2021-03-05,185.25,193.39999389648438,184.5,188.0500030517578,185.1709442138672,19018783
2021-03-08,188.0,192.60000610351562,187.60000610351562,192.25,189.306640625,22742713
2021-03-09,191.5,192.64999389648438,187.8000030517578,189.39999389648438,186.50027465820312,12602463
2021-03-10,188.35000610351562,190.4499969482422,186.8000030517578,187.85000610351562,184.97401428222656,7121925
2021-03-11,187.3000030517578,187.89999389648438,185.0,186.89999389648438,184.03854370117188,9489875
2021-03-12,186.35000610351562,190.85000610351562,186.35000610351562,190.64999389648438,187.73114013671875,12615579
